user_id,default_flag,age,sex,number_dependents,month_salary,total_loan,sum_real_estate,sum_others,more_90_days_overdue,using_lines_not_secured_personal_assets,number_times_delayed_payment_loan_30_59_days,debt_ratio
17358,0,52,F,1,4850,1,0,1,0,0.9999999,0,0.0
25175,0,56,M,0,3000,1,0,1,0,0.9999999,0,0.034321893
25821,0,54,F,2,4150,1,0,1,1,0.9999999,0,0.045531197
27234,0,70,M,0,3100,1,0,1,0,0.9999999,0,0.122541116
27971,0,47,M,0,6600,1,0,1,0,0.109634551,0,0.003181336
31121,0,62,F,1,1916,1,0,1,2,0.9999999,0,0.0
33673,0,55,F,0,972,1,0,1,0,0.992751812,0,0.122302158
35429,0,21,M,2,2250,1,0,1,0,0.626674665,0,0.107507774
868,0,30,M,0,2458,1,0,1,0,1.028277635,0,0.043920293
2148,0,29,M,0,3247,1,0,1,1,0.754057428,0,0.005541872
2262,0,23,M,0,1200,1,0,1,0,0.9999999,0,0.0
2822,0,22,M,0,3800,1,0,1,0,1.035928144,0,0.00394633
6799,0,39,F,3,4224,1,0,1,0,0.9999999,0,0.031715976
12603,0,22,M,0,929,1,0,1,0,0.015968064,0,0.0
15542,0,41,M,0,2917,1,0,1,1,0.834355828,0,0.00685401
17574,0,53,M,0,7333,1,0,1,0,0.9999999,0,0.002045269
19135,0,35,M,4,2000,1,0,1,0,1.282392027,0,0.005497251
19164,0,28,F,3,4400,1,0,1,0,0.9999999,0,0.0
21979,1,44,F,2,6283,1,0,1,98,0.9999999,98,0.0
22028,0,49,M,3,4036,1,0,1,2,0.9999999,1,0.16893733
22674,0,43,M,0,5333,1,0,1,0,0.253387331,0,0.028496438
27612,0,62,M,0,4166,1,0,1,0,0.9999999,0,0.141588673
29602,0,23,M,0,820,1,0,1,0,0.9999999,0,0.0
29644,0,39,F,2,4550,1,0,1,0,0.9999999,1,0.034058449
30918,0,22,F,0,2083,1,0,1,0,0.0,0,0.051823417
1347,0,61,M,1,1599,1,0,1,0,0.9999999,0,0.16125
1570,0,30,F,0,1200,1,0,1,3,0.9999999,0,0.46877602
2253,0,26,F,0,3917,1,0,1,0,0.213303708,0,0.011740684
3253,0,32,F,0,3000,1,0,1,1,0.9999999,0,0.138287238
8488,0,48,M,0,5262,1,0,1,3,0.9999999,0,0.030780923
15683,0,39,M,3,2875,1,0,1,1,0.9999999,0,0.101529903
17218,0,28,F,0,1000,1,0,1,0,0.9999999,0,0.653346653
17810,0,23,F,0,2364,1,0,1,0,1.113772455,0,0.006765328
19527,0,27,M,0,2083,1,0,1,0,0.0,0,0.0
21322,0,42,M,0,3385,1,0,1,0,0.9999999,0,0.060838748
24255,0,23,M,0,1000,1,0,1,0,0.9999999,0,0.0
29323,0,31,M,1,2846,1,0,1,0,0.9999999,0,0.104320337
30395,0,25,M,0,2360,1,0,1,0,0.246753247,0,0.002964845
30824,0,46,F,0,5125,1,0,1,0,0.860465116,0,0.001365587
5048,0,27,M,0,567,1,0,1,1,0.9999999,0,0.338028169
6123,0,24,M,0,820,1,0,1,0,0.9999999,0,0.0
6767,0,66,M,1,12500,1,0,1,0,0.9999999,1,0.0
8099,0,48,F,0,1600,1,0,1,0,0.9999999,0,0.001249219
10251,0,45,M,1,5255,1,0,1,0,0.9999999,1,0.133371385
12923,0,30,M,0,1636,1,0,1,0,0.0,1,0.0
14160,0,50,M,0,1500,1,0,1,0,0.985432734,1,0.068620919
16845,0,25,M,1,1500,1,0,1,0,0.101898102,0,0.001998668
20560,0,41,M,2,2520,1,0,1,0,0.986771266,0,0.078143594
26564,0,48,F,0,6250,1,0,1,1,0.331670823,0,0.019836826
32559,0,51,F,1,7687,1,0,1,0,0.9999999,0,0.014568158
34256,0,73,F,0,1950,1,0,1,0,0.9999999,0,0.0
34378,0,23,F,0,929,1,0,1,0,0.0,0,0.047311828
35415,0,76,M,0,6723,1,0,1,0,0.0,0,0.0
5676,0,41,F,3,17500,1,0,1,0,0.0,0,0.0
11188,0,51,M,2,2587,1,0,1,0,0.719040137,0,0.058346213
12573,0,24,F,0,1000,1,0,1,0,0.9999999,0,0.0
23679,0,61,F,0,1940,1,0,1,0,0.9999999,2,0.009788769
23719,0,47,F,0,1600,1,0,1,0,0.9999999,0,0.139912555
29049,0,44,M,2,4333,1,0,1,1,0.9999999,1,0.113290263
30762,0,35,M,1,3725,1,0,1,0,0.9999999,1,0.130166398
6672,1,31,M,2,2500,1,0,1,1,0.9999999,2,0.362654938
6923,0,22,M,0,7370,1,0,1,0,0.9999999,0,0.0
10001,0,50,F,2,2385,1,0,1,0,0.9999999,2,0.140821459
10851,0,28,M,0,2451,1,0,1,0,0.0,0,0.008972268
12694,0,24,M,0,898,1,0,1,0,0.363636364,0,0.011123471
17494,0,31,M,0,4000,1,0,1,0,0.9999999,1,0.068732817
26195,0,34,M,0,3000,1,0,1,0,0.9999999,0,0.120293236
27519,0,23,F,0,820,1,0,1,0,0.9999999,0,0.001218027
29312,0,40,M,0,3875,1,0,1,0,0.154615128,0,0.077141383
31375,0,47,M,0,7646,1,0,1,0,0.9999999,1,0.082516019
32341,0,22,F,0,350,1,0,1,0,0.9999999,0,0.991452991
33651,0,25,M,0,764,1,0,1,0,0.9999999,0,0.0
34873,0,45,F,1,3000,1,0,1,1,0.961960026,0,0.058647118
35586,0,45,F,4,4519,1,0,1,0,0.337288362,1,0.01659292
35796,0,31,F,0,375,1,0,1,0,0.262115859,0,0.311170213
9572,0,62,M,1,9396,1,0,1,0,0.993989482,0,0.004682345
10670,0,67,F,0,2658,1,0,1,1,0.9999999,0,0.081233546
12099,0,57,F,0,2400,1,0,1,0,0.9999999,0,0.031236985
12177,1,26,M,2,1935,1,0,1,3,0.9999999,1,0.034607438
13372,0,21,M,0,2000,1,0,1,0,0.0,0,0.0
16872,0,61,M,0,2200,1,0,1,1,0.9999999,0,0.011358473
17995,0,32,M,1,1500,1,0,1,0,0.9999999,1,0.01065956
18181,0,29,F,0,1342,1,0,1,1,0.9999999,0,0.101265823
19978,0,24,F,0,800,1,0,1,0,0.9999999,0,0.0
22349,0,64,M,0,3500,1,0,1,0,0.006644518,0,0.0
27216,0,73,F,0,3500,1,0,1,0,0.9999999,0,0.0
30988,0,54,M,0,5916,1,0,1,0,1.023976024,0,0.005070137
31200,0,36,M,3,7000,1,0,1,0,0.99020098,0,0.042422511
33659,0,38,F,0,4000,1,0,1,0,1.003322259,0,0.002249438
35314,0,25,M,0,2050,1,0,1,0,0.9999999,0,0.113115553
35490,0,27,F,2,2983,1,0,1,2,0.9999999,0,0.112265416
3745,0,33,M,0,2500,1,0,1,0,0.372627373,1,0.004398241
7825,0,22,M,0,820,1,0,1,0,0.9999999,0,0.0
21815,1,38,M,0,1537,1,0,1,2,0.9999999,0,0.148894668
21895,0,25,M,0,3750,1,0,1,0,0.9999999,0,0.090109304
22404,0,38,F,1,3000,1,0,1,0,0.9999999,0,0.019993336
22475,0,26,M,0,600,1,0,1,0,0.862758161,0,0.063227953
22822,0,58,M,0,8176,1,0,1,2,0.9999999,2,0.011617953
25749,0,60,M,0,11300,1,0,1,0,0.010888284,0,0.000442439
27966,0,56,F,0,7550,1,0,1,0,0.062129191,0,0.003575685
28265,0,63,M,0,6321,1,0,1,0,0.10775569,0,0.012654223
31614,0,34,M,0,3500,1,0,1,0,0.9999999,1,0.082547843
5402,0,30,M,0,2300,1,0,1,0,0.509933775,0,0.087353325
13827,0,45,M,2,4538,1,0,1,0,0.9999999,0,0.076889183
17258,0,21,F,0,845,1,0,1,0,0.0,0,0.0
18384,0,65,F,0,1921,1,0,1,0,0.807038592,0,0.124349636
19004,0,75,F,0,3617,1,0,1,0,3825.0,0,0.031509121
22379,0,70,F,1,25000,1,0,1,0,0.0,0,0.0
23694,0,34,M,0,1600,1,0,1,0,0.9999999,0,0.046845721
23993,0,80,F,0,3761,1,0,1,0,0.051117955,0,0.01010101
26484,0,29,F,0,3900,1,0,1,0,0.9999999,0,0.089720584
27578,0,38,F,2,2500,1,0,1,2,0.9999999,0,0.0
31651,0,63,M,8,905,1,0,1,0,0.9999999,0,0.546357616
850,0,46,F,3,5085,1,0,1,2,0.9999999,0,0.038143924
2396,0,45,F,2,2600,1,0,1,3,1.049833887,0,0.008842753
5788,0,29,M,1,3968,1,0,1,2,0.0,1,0.040060469
7252,0,22,M,0,1760,1,0,1,0,0.9999999,0,0.138557638
9580,0,35,M,1,2800,1,0,1,0,0.9999999,1,0.144234202
15557,0,35,M,0,2666,1,0,1,0,0.000166639,0,0.0
18628,0,49,M,0,3166,1,0,1,0,0.203879612,1,0.01926113
19870,0,29,F,0,3000,1,0,1,2,0.9999999,0,0.096301233
24597,0,27,M,0,3500,1,0,1,0,0.9999999,0,0.0
24680,0,92,M,1,4851,1,0,1,0,0.0,0,0.0
29036,0,28,F,0,2250,1,0,1,0,0.9999999,0,0.168369614
31233,0,39,F,0,3255,1,0,1,7,0.0,0,0.039619165
31744,0,28,F,0,2400,1,0,1,0,0.166833167,0,0.002082466
34629,0,23,M,0,929,1,0,1,0,0.179213857,0,0.008602151
2011,0,71,M,0,6500,1,0,1,0,0.051981472,0,0.003230272
9237,0,77,M,0,2500,1,0,1,0,0.02649735,0,0.00279888
9316,0,32,F,0,4166,1,0,1,3,0.830633873,0,0.029757619
16916,0,83,F,0,5200,1,0,1,0,0.0,0,0.0
17970,0,26,F,0,400,1,0,1,0,0.9999999,0,0.0
20486,0,29,F,0,3500,1,0,1,0,0.036725047,0,0.005141388
21480,0,46,M,1,7937,1,0,1,0,0.0,0,0.0
21739,0,79,F,0,6250,1,0,1,0,0.09809515,0,0.015197568
27244,0,27,F,0,2100,1,0,1,0,0.9999999,0,0.455021418
31171,0,46,M,1,5000,1,0,1,1,0.9999999,0,0.026194761
34476,0,45,F,1,7054,1,0,1,0,1.119601329,0,0.010347271
2652,0,25,M,0,2500,1,0,1,0,0.9999999,1,0.158736505
13799,0,26,F,0,764,1,0,1,0,0.9999999,0,0.0
15933,0,50,F,1,3744,1,0,1,0,0.9999999,0,0.035514019
19283,0,32,M,1,1752,1,0,1,0,0.0,0,0.0
20365,0,32,M,0,2129,1,0,1,0,0.9999999,0,0.023474178
23671,0,22,M,0,929,1,0,1,0,0.885114885,0,0.027956989
25250,0,26,F,0,1200,1,0,1,0,0.9999999,1,0.215653622
25894,0,28,M,1,3919,1,0,1,1,0.9999999,0,0.08622449
26582,0,55,M,0,2333,1,0,1,0,0.258674133,0,0.032990574
30240,0,22,M,0,929,1,0,1,0,0.9999999,0,0.0
34842,0,88,M,0,2400,1,0,1,0,0.045825696,0,0.003331945
6329,0,23,M,0,1641,1,0,1,0,0.102779444,0,0.009135201
7686,0,32,F,2,1800,1,0,1,0,0.9999999,0,0.0
7968,1,55,M,1,2963,1,0,1,2,0.9999999,1,0.204790823
11693,0,24,F,0,4500,1,0,1,0,0.183526589,0,0.002888247
13858,0,35,F,0,1354,1,0,1,2,0.926147705,0,0.009594096
13913,0,30,F,0,7466,1,0,1,0,0.009799608,0,0.000937458
15836,0,35,F,0,2500,1,0,1,0,0.9999999,0,0.054778089
22688,1,61,M,3,6791,1,0,1,2,0.9999999,1,0.034893993
23383,0,31,M,1,2100,1,0,1,1,0.9999999,0,0.193241314
23685,0,27,M,0,3800,1,0,1,0,0.317365269,0,0.001052355
24963,0,23,M,0,1100,1,0,1,0,0.9999999,0,0.069936421
27500,0,53,M,1,4333,1,0,1,1,0.9999999,1,0.002538071
31991,0,33,M,0,3062,1,0,1,0,0.9999999,0,0.092066601
1386,0,30,F,0,2131,1,0,1,0,0.9999999,1,0.157129456
2300,0,69,M,0,8675,1,0,1,0,0.0,0,0.0
8230,0,59,F,1,3532,1,0,1,0,0.9999999,2,0.02490801
11309,0,63,M,1,13500,1,0,1,0,0.06039698,0,0.002666469
11586,1,28,F,1,2500,1,0,1,1,0.9999999,1,0.172331068
14892,0,43,M,1,6050,1,0,1,0,0.056225359,0,0.004792596
26073,0,44,F,0,1300,1,0,1,0,0.912175649,1,0.009992314
32299,0,40,F,0,4000,1,0,1,0,0.0,0,0.0
33074,0,54,M,0,2100,1,0,1,1,0.9999999,1,0.076154212
6595,0,51,M,0,2300,1,0,1,1,1.973421927,0,0.015210778
9314,0,44,M,0,2712,1,0,1,0,0.09557418,0,0.007003317
11957,0,31,M,0,5416,1,0,1,0,0.9999999,1,0.0
14640,0,72,M,0,3000,1,0,1,0,0.026742942,0,0.005664778
19215,0,28,M,0,3258,1,0,1,0,0.9999999,0,0.183798711
21357,0,35,M,2,2660,1,0,1,0,0.9999999,0,0.0
24900,0,27,M,0,1500,1,0,1,0,0.0,0,0.0
32806,0,23,F,0,864,1,0,1,0,0.9999999,0,0.0
34420,0,84,M,0,4749,1,0,1,0,0.032665578,0,0.006105263
35781,0,54,F,0,8082,1,0,1,0,0.149323378,0,0.014474824
184,0,46,F,0,2000,1,0,1,0,0.9999999,1,0.0
416,0,28,F,0,1785,1,0,1,0,0.9999999,0,0.159014558
3012,0,25,M,0,3000,1,0,1,0,0.403193613,0,0.001999334
5041,0,71,F,0,2000,1,0,1,0,0.9999999,0,0.115442279
10213,0,56,F,0,3000,1,0,1,0,0.9999999,0,0.125624792
11197,0,31,M,0,4000,1,0,1,0,0.076461569,0,0.008497876
15986,0,24,F,1,1400,1,0,1,1,0.65849228,0,0.014989293
17869,0,80,M,0,9667,1,0,1,0,0.0,0,0.0
19678,1,32,F,0,2065,1,0,1,2,0.9999999,0,0.031945789
21887,0,22,M,0,526,1,0,1,0,0.504983389,0,0.007590133
23177,0,38,M,0,3800,1,0,1,0,1.013289037,0,0.002367798
27512,0,36,M,6,2500,1,0,1,2,0.9999999,0,0.171931228
32614,0,25,M,0,2745,1,0,1,0,0.9999999,0,0.0
1914,0,24,M,0,1462,1,0,1,0,0.9999999,0,0.045112782
3860,0,72,M,0,1623,1,0,1,0,0.141057263,0,0.038793103
3985,0,21,M,0,3300,1,0,1,0,0.289421158,0,0.001211754
8170,0,37,F,0,2040,1,0,1,1,0.9999999,0,0.0
9656,0,46,F,0,7800,1,0,1,0,0.553111722,1,0.008460454
11559,0,33,F,0,2078,1,0,1,0,0.9999999,0,0.0
15058,0,66,F,0,800,1,0,1,0,0.0,0,0.0
17292,0,35,M,1,1100,1,0,1,1,0.061876248,0,0.039055404
19576,0,25,F,0,3223,1,0,1,0,0.9999999,0,0.09646402
20677,0,25,M,0,2000,1,0,1,0,0.0,0,0.0
31360,0,47,M,0,2200,1,0,1,0,0.540176948,0,0.060427079
34090,0,29,F,0,2300,1,0,1,0,0.9999999,0,0.058670143
35119,0,64,F,0,2296,1,0,1,0,0.9999999,0,0.114932521
35686,0,26,F,0,500,1,0,1,0,0.9999999,0,0.395209581
704,0,30,F,1,1280,1,0,1,1,0.9999999,0,0.259172521
1825,1,37,M,1,2975,1,0,1,1,0.9999999,2,0.16297043
2816,0,38,F,0,3076,1,0,1,0,0.9999999,1,0.005524862
4289,0,41,M,2,6159,1,0,1,0,0.9999999,0,0.059253247
5716,0,38,F,2,1200,1,0,1,0,0.9999999,0,0.079933389
5805,0,26,M,0,1000,1,0,1,0,0.875511131,0,0.056943057
13934,0,28,M,0,3084,1,0,1,0,0.633466135,0,0.006482982
16403,0,52,M,1,5233,1,0,1,0,0.083127791,0,0.007069163
16806,0,45,F,2,2666,1,0,1,0,0.9999999,0,0.015373078
17411,0,49,M,2,3720,1,0,1,1,0.9999999,0,0.0
18474,0,32,M,0,3100,1,0,1,0,0.9999999,0,0.012254112
23889,0,26,M,2,3856,1,0,1,0,0.9999999,0,0.133782733
25674,0,39,M,0,438,1,0,1,1,0.9999999,0,0.908883827
30614,0,63,M,0,856,1,0,1,0,0.9999999,0,0.274212369
34639,0,54,F,0,4000,1,0,1,0,0.9999999,0,0.087728068
35532,0,29,M,4,4400,1,0,1,0,0.9999999,0,0.065894115
4908,0,48,M,0,3087,1,0,1,0,0.9999999,0,0.102331606
10826,0,40,F,3,3083,1,0,1,0,0.689243028,0,0.001621271
13246,0,35,F,0,1250,1,0,1,0,0.603274795,0,0.231015188
16267,0,27,M,0,3098,1,0,1,0,0.0,0,0.009035173
16308,0,25,M,0,3100,1,0,1,0,0.9999999,0,0.107062238
17667,0,79,M,0,3000,1,0,1,0,0.9999999,0,0.177607464
18697,0,22,M,0,1600,1,0,1,0,0.018981019,0,0.0
20509,0,36,M,1,3939,1,0,1,2,0.9999999,1,0.156091371
20666,0,66,F,0,3750,1,0,1,2,0.9999999,2,0.050919755
21531,0,24,M,0,2800,1,0,1,0,0.9999999,0,0.032845412
25585,0,29,M,0,2700,1,0,1,0,0.0,0,0.0
26690,0,89,F,0,1650,1,0,1,0,0.016108874,0,0.001817081
27479,0,49,F,0,4600,1,0,1,1,0.9999999,1,0.109541404
34027,0,26,M,0,4346,1,0,1,0,0.071856287,0,0.000230044
4258,0,29,F,0,2600,1,0,1,0,0.9999999,0,0.202229912
4513,0,24,F,0,897,1,0,1,0,0.009694032,0,0.0
10847,0,47,M,1,4200,1,0,1,0,0.542491502,0,0.019281124
11239,0,84,F,0,4142,1,0,1,0,0.030993801,0,0.000965484
12817,0,27,M,0,1800,1,0,1,0,0.026996625,0,0.003331483
17309,0,57,M,2,4950,1,0,1,1,0.9999999,0,0.13754797
17517,0,55,M,0,3245,1,0,1,0,0.9999999,0,0.037892791
20894,0,23,M,0,3200,1,0,1,0,0.9999999,0,0.146204311
20956,0,78,F,0,10500,1,0,1,0,0.0,0,0.001142748
24941,0,57,F,0,8104,1,0,1,0,0.0,0,0.0
25998,0,52,F,1,4400,1,0,1,0,0.681221252,0,0.069529652
26298,0,37,F,3,4500,1,0,1,0,0.05775328,0,0.00777605
26455,0,29,M,3,3000,1,0,1,0,0.9999999,0,0.114628457
30793,0,32,F,1,2000,1,0,1,5,0.9999999,0,0.0
31211,0,57,M,0,4788,1,0,1,0,0.0,0,0.0
2925,0,25,M,0,820,1,0,1,0,0.9999999,0,0.0
4293,0,37,F,0,2728,1,0,1,0,0.9999999,0,0.181385123
8662,0,24,M,0,3438,1,0,1,0,0.9999999,0,0.100029078
16150,0,55,F,0,2716,1,0,1,0,0.010449478,0,0.002208318
17406,0,29,F,2,3600,1,0,1,0,0.9999999,0,0.142738128
18673,0,31,F,1,5300,1,0,1,0,0.24215157,0,0.006791171
20010,0,62,F,4,7298,1,0,1,0,0.998287671,1,0.002329086
23486,0,30,F,0,2500,1,0,1,0,0.9999999,0,0.171531387
23577,0,22,M,0,820,1,0,1,0,0.9999999,0,0.007308161
25767,0,59,M,0,7583,1,0,1,0,0.9999999,0,0.079509494
27781,0,77,F,0,2000,1,0,1,0,0.0,0,0.0
29819,0,64,F,0,3699,1,0,1,1,0.9999999,0,0.200540541
32239,0,26,F,0,2600,1,0,1,0,0.136345462,1,0.003844675
32329,0,44,M,2,8029,1,0,1,1,0.9999999,1,0.063511831
1357,0,39,M,0,1200,1,0,1,0,0.848319709,0,0.023313905
6114,0,28,M,0,2217,1,0,1,1,0.195780422,0,0.026149684
13401,0,79,F,2,2300,1,0,1,0,0.0,0,0.0
18671,0,49,M,0,4400,1,0,1,0,0.9999999,0,0.011815496
19034,0,41,M,0,9000,1,0,1,0,0.9999999,0,0.041884235
22846,0,59,F,0,6000,1,0,1,0,0.017628324,0,0.001166472
24484,0,46,F,1,4000,1,0,1,0,0.9999999,0,0.168957761
28480,0,27,M,1,2200,1,0,1,0,0.564870259,0,0.003634711
35219,0,69,F,0,4500,1,0,1,0,0.066493351,0,0.004221284
6446,0,33,F,0,4052,1,0,1,0,0.0,0,0.0
9777,0,35,M,1,3200,1,0,1,1,0.9999999,0,0.094345517
21855,0,63,M,1,11500,1,0,1,2,0.972579263,0,0.021824189
26111,0,22,M,0,1400,1,0,1,0,0.9999999,0,0.0
29878,0,28,F,2,2146,1,0,1,1,0.9999999,0,0.262226362
32664,0,82,F,0,1338,1,0,1,0,0.0,0,0.0
34469,0,81,M,0,2300,1,0,1,0,0.9999999,0,0.0
34849,0,22,M,0,1700,1,0,1,1,0.9999999,0,0.132275132
35338,0,27,F,0,3301,1,0,1,0,0.9999999,0,0.090854028
35583,0,22,M,0,450,1,0,1,0,0.089871612,0,0.002217295
223,0,23,M,0,1200,1,0,1,0,0.9999999,0,0.208992506
3273,0,68,F,0,2056,1,0,1,0,0.005391893,0,0.006806028
4176,0,78,F,1,7000,1,0,1,0,1675.0,0,0.007141837
5172,0,50,M,0,7000,1,0,1,0,0.0,0,0.0
7486,0,23,F,0,1923,1,0,1,0,0.9999999,0,0.085758836
14274,0,23,M,0,3500,1,0,1,0,0.045823787,0,0.001713796
15321,0,37,F,1,4000,1,0,1,0,0.9999999,0,0.092976756
17443,0,26,M,0,4160,1,0,1,0,0.0,0,0.0
25538,0,65,F,0,4500,1,0,1,0,0.9999999,0,0.105754277
25965,0,66,M,1,3750,1,0,1,0,0.9999999,0,0.057051453
30803,0,27,M,0,2992,1,0,1,0,0.874726648,0,0.031072503
31652,0,33,M,0,3200,1,0,1,0,0.9999999,1,0.059668853
31935,0,33,M,3,1841,1,0,1,0,0.9999999,1,0.24267101
32113,0,33,F,2,4750,1,0,1,2,0.9999999,1,0.10924016
32461,0,50,F,2,1400,1,0,1,0,1.28685259,0,0.059957173
1080,0,65,M,0,14325,1,0,1,0,0.038377853,0,0.001675276
2799,0,29,F,1,4400,1,0,1,2,0.9999999,0,0.018177687
5709,0,38,M,0,3312,1,0,1,0,0.906761655,0,0.065499547
6735,0,23,M,0,1200,1,0,1,0,0.9999999,0,0.229808493
13868,0,41,M,2,3880,1,0,1,0,0.9999999,0,0.0
16587,0,34,M,0,1000,1,0,1,0,0.0,0,0.0
30857,0,46,M,2,3000,1,0,1,0,0.922155689,0,0.004331889
2142,0,24,M,0,1157,1,0,1,0,0.9999999,2,0.254749568
2988,0,40,M,0,2533,1,0,1,0,0.660647194,0,0.082083662
8407,0,40,M,0,6083,1,0,1,0,1.034988337,1,0.015285996
8666,0,37,F,0,10833,1,0,1,0,0.529521496,0,0.033782536
