user_id,default_flag,age,total_loan,sum_real_estate,sum_others,more_90_days_overdue,month_salary,delayed_30_59,dependents,limite_credito,relacion_deudas_patrimonio,cuartil_age,cuartil_total_loan,cuartil_sum_others,cuartil_sum_real_estate,cuartil_more_90_days_overdue,cuartil_month_salary,cuartil_delayed_30_59,cuartil_limite_credito,cuartil_relacion_deudas_patrimonio
11652,0,54,6,0,6,0,8000,0,0,30,9,3,2,2,1,3,4,3,3,1
10556,0,39,4,0,4,0,4542,0,0,58,10,1,1,1,2,1,2,4,4,1
18414,0,49,11,0,11,0,7500,0,0,16,10,2,3,4,1,3,4,1,3,1
26684,1,36,3,0,3,2,5112,1,0,120,11,1,1,1,1,4,2,4,4,1
10982,0,42,2,0,2,0,4476,0,2,94,11,1,1,1,2,1,2,1,4,1
6320,0,64,10,1,9,0,4100,0,0,2,11,4,3,3,2,2,2,2,1,1
25068,0,43,9,1,8,0,9168,0,3,4,12,2,3,3,3,3,4,2,2,1
20111,0,61,7,1,6,0,7000,0,1,2,13,3,2,2,3,1,3,3,1,1
22157,0,65,10,1,9,1,7795,0,1,20,13,4,3,3,3,4,4,2,3,1
34000,0,62,11,2,9,0,8352,0,1,1,13,3,3,3,4,3,4,3,1,1
20044,0,36,16,0,16,0,1000,0,0,12,14,1,4,4,1,4,1,1,2,1
29076,0,43,6,0,6,0,4433,0,0,53,14,2,2,2,1,2,2,3,3,1
25513,0,48,5,0,5,0,4500,0,0,20,14,2,2,2,1,1,2,2,3,1
35585,0,27,6,0,6,0,2200,0,1,28,14,1,2,2,1,2,1,3,3,1
1008,0,33,5,1,4,0,8750,0,2,0,15,1,1,2,3,3,4,2,1,1
16688,0,58,10,0,10,0,3750,0,0,23,15,3,3,4,1,2,1,2,3,1
24668,0,51,5,1,4,0,8545,0,2,14,15,2,1,2,3,2,4,1,2,1
15959,0,31,4,0,4,0,3600,2,0,73,15,1,1,1,1,2,1,4,4,1
27119,0,88,2,1,1,0,3000,0,0,19,15,4,1,1,3,2,1,3,3,1
24869,0,81,15,1,14,0,12500,0,0,23,15,4,4,4,3,3,4,3,3,1
25077,0,33,7,0,7,1,5172,0,2,21,15,1,2,3,1,4,2,1,3,1
27237,0,46,8,1,7,0,8916,0,1,4,16,2,2,3,2,4,4,3,2,1
34201,0,41,6,0,6,0,5000,0,2,24,16,1,2,2,1,2,2,4,3,1
24862,0,38,9,0,9,0,3166,0,2,59,16,1,3,3,1,1,1,1,4,1
6781,0,37,23,1,22,0,15000,0,2,37,17,1,4,4,2,1,4,2,3,1
13855,0,33,2,0,2,1,3309,3,0,100,17,1,1,1,2,4,1,4,4,1
5197,0,62,6,0,6,0,7000,0,1,1,18,3,2,2,1,1,3,1,1,1
34768,0,61,6,1,5,0,7136,0,0,0,18,3,2,2,3,1,3,2,1,1
19229,0,51,10,1,9,0,4333,0,0,28,18,2,3,3,3,2,2,4,3,1
23746,0,51,2,1,1,0,7693,0,3,44,18,2,1,1,2,3,4,3,3,1
26068,0,33,2,0,2,0,2160,0,0,95,18,1,1,1,2,4,1,2,4,1
11519,0,39,5,0,5,0,2972,0,0,57,18,1,1,2,1,1,1,1,4,2
8483,0,64,4,0,4,0,2300,0,1,4,18,4,1,1,1,2,1,3,2,2
21888,0,25,6,0,6,0,3200,0,0,28,18,1,2,2,1,3,1,1,3,2
31725,1,35,5,0,5,1,4000,1,0,120,19,1,1,2,1,4,1,4,4,2
23967,0,41,6,1,5,0,6828,3,2,100,19,1,2,2,2,3,3,4,4,2
7689,0,48,14,0,14,0,4200,0,0,40,20,2,4,4,1,2,2,2,3,2
21324,0,28,7,0,7,0,3450,0,0,11,20,1,2,3,2,1,1,3,2,2
8336,0,68,5,0,5,0,1809,0,0,5,20,4,1,2,2,2,1,2,2,2
32635,0,53,8,0,8,0,8043,0,2,23,20,3,3,3,1,4,4,1,3,2
27185,0,34,10,0,10,0,2375,0,2,95,20,1,3,3,2,2,1,3,4,2
16225,0,57,6,0,6,0,2004,0,1,15,20,3,2,2,2,3,1,1,2,2
32166,0,47,10,0,10,0,1600,0,0,6,20,2,3,4,1,1,1,4,2,2
29129,0,63,5,1,4,0,12714,0,0,60,20,3,2,1,3,2,4,4,4,2
5662,0,68,10,0,10,0,3181,0,0,6,21,4,3,3,1,3,1,1,2,2
23971,0,76,22,4,18,0,6875,0,0,3,21,4,4,4,4,3,3,1,1,2
14370,0,50,6,3,3,0,14332,0,0,0,21,2,2,1,4,3,4,2,1,2
4670,0,48,6,1,5,0,10000,0,1,19,21,2,2,2,3,3,4,3,3,2
26292,0,55,8,3,5,0,18400,0,3,42,21,3,2,2,4,3,4,2,3,2
1696,0,34,9,0,9,0,3600,1,0,31,22,1,3,3,2,4,1,4,3,2
11116,0,37,6,0,6,0,4200,0,0,65,22,1,2,2,2,3,2,3,4,2
2107,0,68,14,1,13,0,12584,0,5,1,22,4,4,4,3,4,4,3,1,2
21445,0,72,10,2,8,0,13892,0,0,2,22,4,3,3,4,1,4,4,1,2
9524,0,49,6,2,4,0,5833,0,2,3,23,2,2,1,4,2,2,2,1,2
22057,0,50,7,1,6,0,9000,0,3,0,23,2,2,2,2,1,4,2,1,2
28164,0,44,3,0,3,0,1400,0,0,92,23,2,1,1,1,2,1,3,4,2
23355,0,55,8,1,7,0,3000,0,0,1,23,3,2,3,3,2,1,3,1,2
9657,0,41,7,0,7,0,4744,0,0,85,23,1,2,3,2,3,2,3,4,2
31671,0,50,15,2,13,0,17069,0,2,15,23,2,4,4,4,4,4,1,3,2
31240,0,54,6,1,5,0,8986,1,0,9,23,3,2,2,3,4,4,4,2,2
4422,0,60,8,2,6,0,5500,1,0,12,24,3,3,2,3,1,2,4,2,2
5193,1,37,9,0,9,1,5059,4,3,72,24,1,3,3,1,4,2,4,4,2
20499,0,62,5,1,4,0,11479,0,0,6,24,3,1,1,2,1,4,1,2,2
18123,0,58,14,1,13,0,3928,1,0,1,24,3,4,4,3,3,1,4,1,2
9954,0,72,19,2,17,0,15480,0,0,77,24,4,4,4,4,1,4,1,4,2
10320,0,63,4,1,3,0,10000,0,0,97,24,4,1,1,2,4,4,3,4,2
21184,0,54,4,2,2,0,10768,0,2,79,24,3,1,1,4,4,4,1,4,2
1924,0,62,4,1,3,0,3800,0,0,19,24,3,1,1,3,3,1,2,3,2
9427,0,58,9,1,8,0,7276,0,0,47,25,3,3,3,2,1,3,3,3,2
13631,0,45,12,0,12,0,7381,0,0,48,25,2,4,4,2,1,3,1,3,2
31808,0,75,8,0,8,0,5401,0,0,35,25,4,3,3,2,3,2,3,3,2
28987,0,64,12,2,10,0,18866,0,0,32,25,4,4,4,4,2,4,1,3,2
29501,0,67,17,1,16,0,6200,0,1,3,25,4,4,4,2,2,2,1,2,2
8633,0,81,9,0,9,0,5400,0,0,6,25,4,3,3,2,2,2,3,2,2
22964,0,52,10,0,10,0,3650,0,2,17,26,3,3,3,2,3,1,3,3,2
8554,0,27,4,0,4,0,3500,0,1,92,26,1,1,1,2,1,1,4,4,2
14010,0,63,9,1,8,0,11500,0,1,19,26,4,3,3,2,2,4,3,3,2
33262,0,53,5,0,5,0,3200,0,0,54,26,3,2,2,2,2,1,1,4,2
11973,0,59,11,2,9,0,15002,0,3,2,27,3,3,3,4,3,4,1,1,2
8668,0,59,9,1,8,0,7500,0,0,9,28,3,3,3,2,4,3,4,2,2
533,0,30,5,1,4,0,5346,0,0,10,28,1,2,1,3,2,2,2,2,2
32354,0,58,18,1,17,0,7740,0,0,7,28,3,4,4,2,3,4,3,2,2
9891,0,41,12,2,10,0,7545,0,5,51,28,1,4,3,4,2,4,2,3,2
17526,0,40,6,0,6,0,8000,0,2,46,28,1,2,2,2,2,4,4,3,2
23426,0,74,12,1,11,0,5500,0,1,19,28,4,4,4,3,2,2,2,3,2
23148,0,55,7,2,5,0,15000,0,2,10,29,3,2,2,4,3,4,1,2,2
12572,0,30,8,2,6,0,9967,0,0,6,29,1,3,2,4,3,4,4,2,2
24578,0,38,5,2,3,0,5505,0,0,0,29,1,2,1,4,4,2,2,1,2
10725,0,57,18,2,16,0,25500,0,2,74,29,3,4,4,4,2,4,3,4,2
16141,0,52,11,2,9,0,10333,0,0,40,30,2,4,3,4,1,4,2,3,2
16642,0,63,13,3,10,0,32000,0,1,75,30,3,4,4,4,4,4,2,4,2
21862,0,50,9,0,9,0,2700,0,0,37,30,2,3,3,1,2,1,3,3,2
9359,0,53,10,1,9,0,10300,0,0,4,30,3,3,3,3,3,4,3,2,2
3859,1,51,8,0,8,1,4333,2,2,120,30,2,2,3,1,4,2,4,4,2
35856,0,43,10,0,10,0,7681,0,3,68,30,2,3,4,2,1,4,4,4,2
21039,0,29,12,0,12,0,4000,0,0,26,30,1,4,4,2,3,1,1,3,2
34044,0,38,4,1,3,0,9083,0,2,11,31,1,1,1,2,2,4,2,2,2
20344,0,39,6,1,5,0,7083,0,0,0,31,1,2,2,2,4,3,4,1,2
15617,0,61,10,1,9,0,10198,0,2,19,31,3,3,3,3,1,4,3,3,2
5642,0,28,11,2,9,0,6750,0,1,15,31,1,3,3,4,1,3,2,3,2
7305,0,53,9,1,8,0,9700,3,1,62,31,3,3,3,3,1,4,4,4,2
33503,0,48,13,0,13,0,1666,5,2,75,31,2,4,4,1,2,1,4,4,2
34493,0,53,5,1,4,0,2800,0,2,22,31,3,2,2,2,4,1,3,3,2
603,0,47,13,1,12,0,19800,0,5,56,32,2,4,4,2,4,4,4,4,2
31169,0,38,14,3,11,0,12083,0,1,27,32,1,4,4,4,4,4,3,3,2
697,0,53,7,0,7,0,2826,0,1,44,32,3,2,3,2,4,1,2,3,2
9924,0,62,19,2,17,0,26000,0,0,89,32,3,4,4,4,3,4,1,4,2
23093,0,35,5,2,3,0,9250,0,2,14,33,1,1,1,3,4,4,1,2,2
22613,0,38,11,1,10,0,5666,0,0,24,33,1,3,4,3,1,2,2,3,2
273,0,24,6,0,6,0,2000,0,0,79,33,1,2,2,1,4,1,1,4,2
6716,0,50,5,1,4,0,8777,0,2,0,33,2,1,1,3,4,4,3,1,2
14417,0,68,12,1,11,0,5120,0,0,9,34,4,4,4,3,3,2,1,2,2
32426,0,64,13,2,11,0,4200,0,1,2,34,4,4,4,4,1,2,1,1,2
2104,0,42,7,0,7,1,2500,0,1,20,34,2,2,3,1,4,1,1,3,2
5925,0,50,16,2,14,0,6750,2,0,23,34,2,4,4,4,3,3,4,3,2
7218,0,42,8,1,7,0,5554,1,0,76,34,1,3,3,2,3,2,4,4,2
35211,0,50,10,2,8,0,5356,0,0,4,35,2,3,3,4,1,2,4,2,2
8973,0,63,15,2,13,0,4346,0,0,2,35,4,4,4,4,2,2,1,1,2
3605,0,39,12,0,12,0,6293,1,3,78,35,1,4,4,1,3,2,4,4,2
32201,0,45,6,1,5,0,5411,0,1,1,35,2,2,2,3,1,2,4,1,2
35951,0,65,14,2,12,0,10000,0,0,45,36,4,4,4,3,1,4,1,3,2
6302,0,46,6,0,6,0,7535,0,4,53,36,2,2,2,2,1,4,1,4,2
19612,0,33,6,1,5,0,6800,0,1,70,36,1,2,2,3,2,3,2,4,2
11603,0,53,11,1,10,0,7180,0,0,1,36,3,3,4,3,4,3,3,1,2
20796,0,86,10,1,9,1,10500,0,0,14,37,4,3,3,2,4,4,1,2,3
33336,0,30,10,1,9,0,6500,1,2,0,37,1,3,3,3,4,2,4,1,3
15007,0,52,21,2,19,0,17499,0,2,6,38,2,4,4,4,2,4,1,2,3
34366,0,34,7,2,5,0,4500,0,0,4,38,1,2,2,4,2,2,1,2,3
16677,0,42,9,1,8,0,6000,0,0,71,38,1,3,3,2,3,2,2,4,3
16052,0,50,10,1,9,0,3000,0,2,1,39,2,3,3,3,3,1,1,1,3
112,0,40,5,1,4,0,5600,0,1,97,39,1,2,2,2,3,2,3,4,3
28580,0,57,11,3,8,0,10430,2,0,0,39,3,3,3,4,4,4,4,1,3
28925,0,47,4,0,4,0,4000,1,1,74,40,2,1,2,1,4,1,4,4,3
22698,0,38,7,1,6,0,4492,1,2,54,40,1,2,2,3,4,2,4,4,3
28754,0,56,4,1,3,0,5000,0,1,100,41,3,1,1,3,1,2,3,4,3
18973,0,39,12,2,10,0,7200,0,1,24,41,1,4,3,4,4,3,2,3,3
5864,0,57,25,4,21,0,6195,1,1,10,41,3,4,4,4,1,2,4,2,3
1122,0,49,5,1,4,0,3878,0,0,77,41,2,1,1,3,2,1,1,4,3
13717,0,40,18,3,15,0,11665,0,3,0,41,1,4,4,4,1,4,3,1,3
10161,0,56,6,2,4,0,7236,0,2,3,41,3,2,2,4,3,3,2,2,3
1086,0,36,5,1,4,0,5000,0,0,22,42,1,1,1,2,4,2,3,3,3
17974,0,41,7,1,6,0,2200,0,2,8,42,1,2,2,3,4,1,1,2,3
4597,0,43,11,2,9,0,4624,0,0,20,42,2,4,3,4,4,2,1,3,3
14661,0,54,13,1,12,0,5790,0,1,20,42,3,4,4,3,4,2,3,3,3
27432,0,66,7,1,6,0,3200,0,0,38,43,4,2,2,3,1,1,2,3,3
22244,0,76,9,1,8,0,3015,0,0,1,43,4,3,3,3,1,1,3,1,3
23061,0,58,14,1,13,0,3340,0,0,0,43,3,4,4,2,1,1,2,1,3
4261,0,43,16,0,16,0,3100,0,0,28,43,2,4,4,1,3,1,3,3,3
27233,0,47,11,2,9,0,10500,0,0,18,43,2,3,3,4,3,4,3,3,3
32679,0,67,7,1,6,0,1884,0,0,0,44,4,2,2,2,3,1,2,1,3
20528,0,58,5,1,4,0,4857,0,0,15,44,3,1,1,2,4,2,3,3,3
20211,0,42,13,2,11,0,4000,0,3,3,44,2,4,4,4,4,1,1,1,3
27419,0,46,5,0,5,0,4000,0,0,51,44,2,2,2,2,1,2,2,3,3
20334,0,30,2,0,2,1,2255,1,1,100,45,1,1,1,2,4,1,4,4,3
3032,0,65,6,1,5,0,1889,0,0,6,45,4,2,2,3,3,1,2,2,3
12364,0,54,18,3,15,0,7250,0,2,8,45,3,4,4,4,4,3,2,2,3
8476,0,46,8,2,6,0,12308,2,2,56,46,2,2,2,4,1,4,4,4,3
20918,0,60,8,3,5,0,12500,0,1,3,46,3,3,2,4,2,4,2,2,3
22785,0,33,15,2,13,0,3916,0,1,42,46,1,4,4,4,4,1,4,3,3
5750,0,46,11,4,7,0,8000,1,2,0,47,2,4,3,4,1,4,4,1,3
8145,0,41,9,2,7,0,5300,0,3,7,47,1,3,3,4,2,2,4,2,3
17637,0,63,10,2,8,0,7500,0,0,0,47,4,3,3,3,4,4,1,1,3
25759,0,49,17,1,16,0,4400,0,3,5,47,2,4,4,2,1,2,1,2,3
26993,0,64,5,2,3,0,11333,0,0,0,47,4,1,1,4,2,4,2,1,3
10484,0,51,8,1,7,0,9935,0,3,69,48,2,3,3,3,3,4,1,4,3
7325,0,44,10,1,9,0,8668,0,2,86,49,2,3,3,3,3,4,1,4,3
19560,0,75,18,2,16,0,10000,0,0,54,49,4,4,4,4,4,4,1,4,3
13702,0,64,15,5,10,0,8645,0,1,13,49,4,4,4,4,1,4,1,2,3
22458,0,38,8,1,7,0,2598,0,1,26,49,1,3,3,3,3,1,3,3,3
18706,0,60,16,3,13,0,9550,0,2,7,50,3,4,4,4,1,4,3,2,3
652,0,69,12,2,10,0,3628,0,0,2,50,4,4,4,3,2,1,3,1,3
17464,0,50,7,2,5,0,15000,0,3,100,50,2,2,2,4,2,4,3,4,3
7109,0,29,12,2,10,0,3825,1,2,87,51,1,4,4,4,3,1,4,4,3
30401,0,68,10,2,8,0,5600,0,0,5,51,4,3,3,4,1,2,1,2,3
10873,1,42,8,1,7,2,6250,3,1,67,52,2,3,3,2,4,2,4,4,3
35581,0,37,21,4,17,0,12500,1,1,49,52,1,4,4,4,3,4,4,3,3
32016,0,66,8,1,7,0,4500,0,1,37,53,4,2,3,2,1,2,3,3,3
4846,0,34,6,1,5,0,4740,0,1,24,54,1,2,2,3,4,2,2,3,3
5880,0,49,10,2,8,0,9330,0,1,52,55,2,3,3,4,4,4,1,3,3
31635,0,64,12,1,11,0,4550,0,0,0,55,4,4,4,2,3,2,2,1,3
19402,0,66,10,3,7,0,8300,0,1,4,56,4,3,3,4,3,4,3,2,3
22436,0,46,16,3,13,0,7207,0,0,68,56,2,4,4,4,4,3,3,4,3
25356,0,34,7,2,5,0,3750,0,0,0,56,1,2,2,4,1,1,1,1,3
20279,0,44,9,3,6,0,8083,1,2,7,57,2,3,2,4,4,4,4,2,3
5505,0,49,7,1,6,1,2930,1,1,93,57,2,2,2,3,4,1,4,4,3
9382,0,50,5,2,3,0,3500,0,2,95,57,2,2,1,4,2,1,3,4,3
10571,0,40,8,1,7,0,8250,0,4,4,58,1,3,3,2,3,4,2,2,3
17907,0,32,7,1,6,0,4666,0,1,0,58,1,2,2,3,3,2,4,1,3
11653,0,41,12,2,10,0,8166,0,0,14,58,1,4,4,4,2,4,1,2,3
19691,0,60,15,1,14,0,10283,1,2,25,60,3,4,4,3,2,4,4,3,3
10776,0,57,5,1,4,0,3212,0,1,50,60,3,2,2,3,2,1,1,3,3
9848,0,64,6,2,4,0,4274,0,0,28,60,4,2,2,4,1,2,3,3,3
18614,0,50,11,1,10,0,2000,0,3,33,61,2,3,3,3,2,1,1,3,3
25378,0,35,5,2,3,0,7000,0,0,0,62,1,1,1,3,2,3,2,1,3
9676,0,64,9,1,8,0,4980,0,0,22,63,4,3,3,2,1,2,1,3,3
18207,0,45,16,2,14,0,2784,2,2,36,64,2,4,4,3,2,1,4,3,3
11938,0,72,8,1,7,0,4500,0,0,44,66,4,3,3,3,3,2,3,3,3
32690,0,39,23,2,21,0,8082,0,2,58,66,1,4,4,4,1,4,4,4,3
33150,0,47,9,2,7,0,8000,0,0,68,67,2,3,3,4,4,4,1,4,3
28341,0,83,14,5,9,0,10800,0,1,14,67,4,4,3,4,1,4,3,2,3
25725,0,49,22,8,14,0,16735,0,2,18,67,2,4,4,4,4,4,3,3,3
24409,0,63,16,1,15,0,1458,0,0,3,69,4,4,4,3,3,1,4,2,3
18088,0,79,13,0,13,0,1119,0,0,33,69,4,4,4,1,4,1,1,3,3
10619,1,29,10,2,8,4,4000,4,0,120,69,1,3,3,4,4,1,4,4,3
18185,0,44,13,2,11,0,6304,0,0,24,71,2,4,4,4,1,2,2,3,3
2194,0,50,13,2,11,0,4900,1,0,60,73,2,4,4,4,2,2,4,4,3
25508,0,39,13,0,13,0,2200,2,3,26,74,1,4,4,1,3,1,4,3,3
16018,0,50,17,1,16,0,3281,0,0,32,77,2,4,4,2,2,1,2,3,3
10238,0,49,14,2,12,0,2000,0,0,11,77,2,4,4,4,3,1,1,2,3
19847,0,44,17,2,15,0,3118,4,1,91,79,2,4,4,4,1,1,4,4,3
25544,0,73,6,2,4,0,2000,0,1,2,83,4,2,2,4,3,1,4,1,4
24702,0,47,7,2,5,0,4583,0,2,30,83,2,2,2,4,4,2,3,3,4
3668,0,47,11,3,8,0,7500,0,0,39,84,2,3,3,4,2,4,1,3,4
4627,0,43,10,1,9,0,2800,0,1,2,89,2,3,3,2,3,1,2,1,4
10339,0,35,9,3,6,0,5500,0,0,25,90,1,3,2,4,3,2,2,3,4
30195,0,38,5,1,4,0,3614,0,1,3,91,1,1,1,3,4,1,2,1,4
14124,0,57,3,1,2,0,4000,0,0,9,92,3,1,1,2,2,1,3,2,4
6607,0,52,13,3,10,0,5000,0,0,1,95,3,4,4,4,2,2,1,1,4
11811,0,47,10,3,7,0,5700,0,5,8,96,2,3,2,4,1,2,1,2,4
20897,0,59,9,2,7,0,3466,0,0,88,97,3,3,3,4,4,1,3,4,4
4922,0,83,3,0,3,0,6675,0,0,0,100,4,1,1,1,1,3,3,1,4
845,0,58,6,0,6,0,6675,0,0,0,100,3,2,2,2,3,3,1,1,4
11989,0,55,8,2,6,0,667,0,0,8,120,3,3,2,4,2,1,2,2,4
35482,0,57,6,0,6,0,6675,0,0,0,120,3,2,2,2,3,3,4,1,4
35938,0,76,2,0,2,0,6675,0,0,1,120,4,1,1,1,4,3,3,1,4
10018,0,29,12,0,12,0,6675,2,0,21,120,1,4,4,2,1,3,4,3,4
8174,0,80,2,0,2,0,6675,0,1,0,120,4,1,1,2,1,3,3,1,4
19003,0,63,3,1,2,0,6675,0,0,44,120,3,1,1,3,2,3,2,3,4
12783,0,72,15,2,13,0,1700,0,0,38,120,4,4,4,3,2,1,3,3,4
32065,0,42,14,2,12,0,4283,0,0,39,120,2,4,4,4,4,2,3,3,4
33977,0,49,7,2,5,0,6675,0,2,30,120,2,2,2,4,4,3,1,3,4
7510,0,57,9,1,8,0,6675,0,0,10,120,3,3,3,3,3,3,1,2,4
1465,0,52,13,2,11,0,1200,0,2,26,120,2,4,4,4,1,1,3,3,4
35272,0,42,7,2,5,0,6675,0,0,93,120,2,2,2,4,3,3,2,4,4
2516,0,75,9,1,8,0,6675,0,0,25,120,4,3,3,3,3,3,2,3,4
787,0,66,16,1,15,0,6675,0,0,2,120,4,4,4,2,3,3,4,1,4
8526,0,58,8,0,8,0,6675,0,0,16,120,3,3,3,1,2,3,3,3,4
21513,0,53,5,1,4,0,6675,0,1,19,120,3,1,1,3,3,3,1,3,4
23791,0,33,12,1,11,0,6675,0,2,2,120,1,4,4,2,3,3,1,1,4
4593,0,47,3,2,1,0,1603,0,0,13,120,2,1,1,3,4,1,2,2,4
17184,0,38,9,1,8,0,6675,0,1,0,120,1,3,3,3,2,3,2,1,4
20129,0,66,5,0,5,0,6675,0,0,4,120,4,1,2,1,3,3,4,2,4
9058,0,75,7,2,5,0,6675,0,0,10,120,4,2,2,4,2,3,1,2,4
18866,0,67,10,1,9,0,6675,0,0,12,120,4,3,3,2,3,3,4,2,4
35012,0,67,13,0,13,0,6675,0,0,50,120,4,4,4,2,2,3,2,3,4
23929,0,46,6,2,4,0,6675,1,2,80,120,2,2,1,4,4,3,4,4,4
16775,0,85,7,0,7,0,6675,0,0,5,120,4,2,3,2,1,3,3,2,4
19587,1,51,5,0,5,3,6675,2,1,120,120,2,2,2,2,4,3,4,4,4
26216,0,37,8,1,7,0,6675,0,0,3,120,1,3,3,3,2,3,4,2,4
35726,0,48,9,1,8,0,1700,0,0,54,120,2,3,3,2,2,1,1,4,4
10106,0,42,4,2,2,0,6675,0,0,98,120,2,1,1,4,3,3,4,4,4
