user_id,default_flag,age,total_loan,sum_real_estate,sum_others,more_90_days_overdue,delayed_30_59,dependents,limite_credito,relacion_deudas_patrimonio,month_salary,cuartil_age,cuartil_total_loan,cuartil_month_salary,cuartil_limite_credito,cuartil_relacion_deudas_patrimonio,rr_age,rr_total_loan,rr_more_90_days_overdue,rr_delayed_30_59,rr_month_salary,rr_limite_credito,rango_age,rango_total_loan,rango_more_90_days_overdue,rango_delayed_30_59,rango_month_salary,rango_limite_credito,riesgo_age,riesgo_total_loan,riesgo_more_90_days_overdue,riesgo_delayed_30_59,riesgo_month_salary,riesgo_limite_credito
25107,1,65,3,1,2,2,1,0,100,120,1000,4,1,1,4,4,0.2987,1.6775,24.6195,5.5689,1.6589,3.921,63 - 97,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
13286,1,48,1,0,1,3,1,2,100,9,6166,2,1,2,4,1,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
29206,1,40,4,0,4,2,3,2,100,20,7566,1,1,4,4,2,1.7573,1.6775,24.6195,5.5689,0.4559,3.921,21 - 41,1 - 4,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
33828,1,49,16,2,14,4,7,0,87,29,10000,2,4,4,4,2,1.2834,0.6699,24.6195,32.397,0.4559,3.921,42 - 51,11 - 42,1 - 5,5 - 8,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
22266,1,35,14,2,12,0,7,1,87,35,4416,1,4,2,4,2,1.7573,0.6699,0.094,32.397,1.2387,3.921,21 - 41,11 - 42,0 - 0,5 - 8,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo
14006,1,39,10,0,10,0,4,0,97,48,2790,1,3,1,4,3,1.7573,0.6708,0.094,5.5689,1.6589,3.921,21 - 41,8 - 10,0 - 0,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
9064,1,46,15,6,9,1,1,3,80,79,10400,2,4,4,4,3,1.2834,0.6699,24.6195,5.5689,0.4559,3.921,42 - 51,11 - 42,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
32606,1,56,5,2,3,1,3,1,100,82,6000,3,2,2,4,4,0.7329,1.1143,24.6195,5.5689,1.2387,3.921,52 - 62,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
11089,1,38,2,0,2,3,0,2,100,2,2900,1,1,1,4,1,1.7573,1.6775,24.6195,0.1198,1.6589,3.921,21 - 41,1 - 4,1 - 5,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
24539,1,46,2,0,2,1,1,2,100,9,3576,2,1,1,4,1,1.2834,1.6775,24.6195,5.5689,1.6589,3.921,42 - 51,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
14307,1,42,3,0,3,4,0,1,120,21,5000,2,1,2,4,2,1.2834,1.6775,24.6195,0.1198,1.2387,3.921,42 - 51,1 - 4,1 - 5,0 - 0,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
33184,1,45,6,0,6,13,3,0,120,27,6541,2,2,3,4,2,1.2834,1.1143,130.0199,5.5689,0.6857,3.921,42 - 51,5 - 7,11 - 90,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Elevado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
717,1,39,5,0,5,6,3,2,76,28,5298,1,2,2,4,2,1.7573,1.1143,208.9606,5.5689,1.2387,3.921,21 - 41,5 - 7,6 - 10,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Elevado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
8515,1,31,7,0,7,1,3,2,77,49,3000,1,2,1,4,3,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
18556,1,32,5,2,3,1,5,0,100,120,2475,1,2,1,4,4,1.7573,1.1143,24.6195,32.397,1.6589,3.921,21 - 41,5 - 7,1 - 5,5 - 8,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo
16522,1,36,6,0,6,2,1,2,120,24,4200,1,2,2,4,2,1.7573,1.1143,24.6195,5.5689,1.2387,3.921,21 - 41,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
25292,1,44,4,0,4,1,3,5,120,26,4737,2,1,2,4,2,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
22495,1,53,9,1,8,1,2,1,56,36,9593,3,3,4,4,2,0.7329,0.6708,24.6195,5.5689,0.4559,3.921,52 - 62,8 - 10,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
33934,1,46,3,1,2,2,2,3,100,79,1200,2,1,1,4,3,1.2834,1.6775,24.6195,5.5689,1.6589,3.921,42 - 51,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
16263,1,60,14,2,12,1,3,1,120,33,6666,3,4,3,4,2,0.7329,0.6699,24.6195,5.5689,0.6857,3.921,52 - 62,11 - 42,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
5466,1,45,3,1,2,2,2,2,100,40,4040,2,1,2,4,3,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
16429,1,66,13,0,13,1,4,0,120,55,1053,4,4,1,4,3,0.2987,0.6699,24.6195,5.5689,1.6589,3.921,63 - 97,11 - 42,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
14889,1,31,3,1,2,3,1,2,100,67,3250,1,1,1,4,3,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
20929,1,29,4,1,3,1,1,0,100,74,2000,1,1,1,4,3,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
31107,1,61,2,1,1,4,1,0,100,120,7434,3,1,3,4,4,0.7329,1.6775,24.6195,5.5689,0.6857,3.921,52 - 62,1 - 4,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
25111,1,33,2,0,2,3,0,1,100,0,4600,1,1,2,4,1,1.7573,1.6775,24.6195,0.1198,1.2387,3.921,21 - 41,1 - 4,1 - 5,0 - 0,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
18272,1,43,6,0,6,1,2,2,96,13,5200,2,2,2,4,1,1.2834,1.1143,24.6195,5.5689,1.2387,3.921,42 - 51,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
10520,1,43,4,0,4,1,3,0,84,16,4000,2,1,1,4,1,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
17195,1,49,17,2,15,1,7,1,54,39,8783,2,4,4,4,3,1.2834,0.6699,24.6195,32.397,0.4559,3.921,42 - 51,11 - 42,1 - 5,5 - 8,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
18875,1,38,6,1,5,1,2,2,91,59,3500,1,2,1,4,3,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
307,1,31,3,3,0,2,1,1,100,68,4150,1,1,2,4,3,1.7573,1.6775,24.6195,5.5689,1.2387,3.921,21 - 41,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
5904,1,50,3,0,3,1,1,0,100,7,9000,2,1,4,4,1,1.2834,1.6775,24.6195,5.5689,0.4559,3.921,42 - 51,1 - 4,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
4104,1,33,1,0,1,2,2,1,100,10,3400,1,1,1,4,1,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
9280,1,28,6,0,6,0,3,0,120,17,5416,1,2,2,4,1,1.7573,1.1143,0.094,5.5689,1.2387,3.921,21 - 41,5 - 7,0 - 0,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
7092,1,62,9,0,9,2,2,0,120,17,5282,3,3,2,4,1,0.7329,0.6708,24.6195,5.5689,1.2387,3.921,52 - 62,8 - 10,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
2667,1,35,3,0,3,1,2,0,91,23,1800,1,1,1,4,2,1.7573,1.6775,24.6195,5.5689,1.6589,3.921,21 - 41,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
21279,1,57,4,0,4,5,1,1,120,32,4250,3,1,2,4,2,0.7329,1.6775,24.6195,5.5689,1.2387,3.921,52 - 62,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
2119,1,38,9,1,8,1,3,2,120,41,6000,1,3,2,4,3,1.7573,0.6708,24.6195,5.5689,1.2387,3.921,21 - 41,8 - 10,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
23629,1,79,9,2,7,1,2,1,53,93,3000,4,3,1,3,4,0.2987,0.6708,24.6195,5.5689,1.6589,3.921,63 - 97,8 - 10,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
11637,1,54,3,0,3,4,0,0,57,120,7434,3,1,3,4,4,0.7329,1.6775,24.6195,0.1198,0.6857,3.921,52 - 62,1 - 4,1 - 5,0 - 0,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo
19587,1,51,5,0,5,3,2,1,120,120,7215,2,2,3,4,4,1.2834,1.1143,24.6195,5.5689,0.6857,3.921,42 - 51,5 - 7,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
32975,1,43,4,0,4,1,2,1,120,12,5500,2,1,2,4,1,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
11344,1,51,4,0,4,4,2,0,100,19,4500,2,1,2,4,2,1.2834,1.6775,24.6195,5.5689,1.2387,3.921,42 - 51,1 - 4,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
22326,1,40,6,1,5,6,0,0,91,91,3010,1,2,1,4,4,1.7573,1.1143,208.9606,0.1198,1.6589,3.921,21 - 41,5 - 7,6 - 10,0 - 0,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Elevado,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo
34421,1,40,11,1,10,1,1,5,91,120,3500,1,4,1,4,4,1.7573,0.6699,24.6195,5.5689,1.6589,3.921,21 - 41,11 - 42,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
23603,1,35,5,0,5,2,1,0,100,12,5000,1,2,2,4,1,1.7573,1.1143,24.6195,5.5689,1.2387,3.921,21 - 41,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
27961,1,65,3,1,2,2,2,1,100,21,7527,4,1,4,4,2,0.2987,1.6775,24.6195,5.5689,0.4559,3.921,63 - 97,1 - 4,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
33957,1,41,6,1,5,3,3,0,100,50,12500,1,2,4,4,3,1.7573,1.1143,24.6195,5.5689,0.4559,3.921,21 - 41,5 - 7,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
13259,1,42,4,1,3,3,1,2,100,55,3480,2,1,1,4,3,1.2834,1.6775,24.6195,5.5689,1.6589,3.921,42 - 51,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
12558,1,40,5,0,5,4,2,0,98,76,1200,1,2,1,4,3,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
7256,1,59,15,1,14,1,1,0,120,84,2960,3,4,1,4,4,0.7329,0.6699,24.6195,5.5689,1.6589,3.921,52 - 62,11 - 42,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
8413,1,51,10,1,9,0,3,3,91,92,4130,2,3,2,4,4,1.2834,0.6708,0.094,5.5689,1.2387,3.921,42 - 51,8 - 10,0 - 0,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Mínimo,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
15148,1,44,5,1,4,1,2,0,95,120,7215,2,1,3,4,4,1.2834,1.1143,24.6195,5.5689,0.6857,3.921,42 - 51,5 - 7,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
5738,1,40,4,0,4,1,5,0,98,17,11100,1,1,4,4,1,1.7573,1.6775,24.6195,32.397,0.4559,3.921,21 - 41,1 - 4,1 - 5,5 - 8,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
24628,1,55,9,1,8,9,3,0,86,29,6962,3,3,3,4,2,0.7329,0.6708,208.9606,5.5689,0.6857,3.921,52 - 62,8 - 10,6 - 10,1 - 4,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Elevado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
9111,1,27,5,0,5,1,1,1,120,31,1040,1,2,1,4,2,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
13291,1,37,6,1,5,2,1,1,120,34,3700,1,2,1,4,2,1.7573,1.1143,24.6195,5.5689,1.6589,3.921,21 - 41,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
11255,1,45,6,2,4,2,4,1,76,35,16666,2,2,4,4,2,1.2834,1.1143,24.6195,5.5689,0.4559,3.921,42 - 51,5 - 7,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
5190,1,42,6,0,6,5,4,3,120,37,2375,2,2,1,4,3,1.2834,1.1143,24.6195,5.5689,1.6589,3.921,42 - 51,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
14987,1,50,4,1,3,2,2,1,120,40,3792,2,1,1,4,3,1.2834,1.6775,24.6195,5.5689,1.6589,3.921,42 - 51,1 - 4,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
29585,1,46,5,1,4,1,3,3,120,68,5808,2,2,2,4,3,1.2834,1.1143,24.6195,5.5689,1.2387,3.921,42 - 51,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
17815,1,53,5,2,3,3,2,2,120,120,1500,3,1,1,4,4,0.7329,1.1143,24.6195,5.5689,1.6589,3.921,52 - 62,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
26795,1,40,6,1,5,1,2,3,120,61,8000,1,2,4,4,3,1.7573,1.1143,24.6195,5.5689,0.4559,3.921,21 - 41,5 - 7,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
31138,1,43,10,3,7,1,4,0,93,120,7215,2,3,3,4,4,1.2834,0.6708,24.6195,5.5689,0.6857,3.921,42 - 51,8 - 10,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
5806,1,61,3,1,2,1,2,6,100,120,7434,3,1,3,4,4,0.7329,1.6775,24.6195,5.5689,0.6857,3.921,52 - 62,1 - 4,1 - 5,1 - 4,6241 - 7499,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
23473,1,59,9,5,4,4,1,0,86,32,8950,3,3,4,4,2,0.7329,0.6708,24.6195,5.5689,0.4559,3.921,52 - 62,8 - 10,1 - 5,1 - 4,7500 - 45000,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Mínimo,Riesgo Bajo
26783,1,46,14,1,13,2,5,2,95,74,4664,2,4,2,4,3,1.2834,0.6699,24.6195,32.397,1.2387,3.921,42 - 51,11 - 42,1 - 5,5 - 8,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Mínimo,Riesgo Moderado,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo
3149,1,39,5,0,5,1,2,0,120,120,5066,1,1,2,4,4,1.7573,1.1143,24.6195,5.5689,1.2387,3.921,21 - 41,5 - 7,1 - 5,1 - 4,4000 - 6240,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
19670,1,56,8,1,7,3,2,2,86,120,2500,3,3,1,4,4,0.7329,0.6708,24.6195,5.5689,1.6589,3.921,52 - 62,8 - 10,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Mínimo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
11494,1,42,5,0,5,2,5,0,91,120,7215,1,2,3,4,4,1.2834,1.1143,24.6195,32.397,0.6857,3.921,42 - 51,5 - 7,1 - 5,5 - 8,6241 - 7499,53 - 120,Riesgo Bajo,Riesgo Bajo,Riesgo Moderado,Riesgo Moderado,Riesgo Mínimo,Riesgo Bajo
29666,1,63,7,0,7,2,1,0,120,20,3950,3,2,1,4,2,0.2987,1.1143,24.6195,5.5689,1.6589,3.921,63 - 97,5 - 7,1 - 5,1 - 4,201 - 3999,53 - 120,Riesgo Mínimo,Riesgo Bajo,Riesgo Moderado,Riesgo Bajo,Riesgo Bajo,Riesgo Bajo
